station_name,station_type,province,city,district,start_time,end_time,up_arrival_delay_number,down_arrival_delay_number,up_departure_delay_number,down_depature_delay_number,wind,weather,temperature,major_holiday
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 2:00,2019/10/28 3:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 3:00,2019/10/28 4:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 4:00,2019/10/28 5:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 5:00,2019/10/28 6:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 6:00,2019/10/28 7:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 7:00,2019/10/28 8:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 8:00,2019/10/28 9:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 9:00,2019/10/28 10:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 10:00,2019/10/28 11:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 11:00,2019/10/28 12:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 12:00,2019/10/28 13:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 13:00,2019/10/28 14:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 14:00,2019/10/28 15:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 15:00,2019/10/28 16:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 16:00,2019/10/28 17:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 17:00,2019/10/28 18:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 18:00,2019/10/28 19:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 19:00,2019/10/28 20:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 20:00,2019/10/28 21:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 21:00,2019/10/28 22:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 22:00,2019/10/28 23:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/28 23:00,2019/10/29 0:00,0,0,0,0,gentle breeze from the SE,light rain,15,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 0:00,2019/10/29 1:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 1:00,2019/10/29 2:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 2:00,2019/10/29 3:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 3:00,2019/10/29 4:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 4:00,2019/10/29 5:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 5:00,2019/10/29 6:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 6:00,2019/10/29 7:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 7:00,2019/10/29 8:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 8:00,2019/10/29 9:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 9:00,2019/10/29 10:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 10:00,2019/10/29 11:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 11:00,2019/10/29 12:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 12:00,2019/10/29 13:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 13:00,2019/10/29 14:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 14:00,2019/10/29 15:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 15:00,2019/10/29 16:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 16:00,2019/10/29 17:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 17:00,2019/10/29 18:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 18:00,2019/10/29 19:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 19:00,2019/10/29 20:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 20:00,2019/10/29 21:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 21:00,2019/10/29 22:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 22:00,2019/10/29 23:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/29 23:00,2019/10/30 0:00,0,0,0,0,gentle breeze from the W,showers,8,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 0:00,2019/10/30 1:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 1:00,2019/10/30 2:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 2:00,2019/10/30 3:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 3:00,2019/10/30 4:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 4:00,2019/10/30 5:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 5:00,2019/10/30 6:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 6:00,2019/10/30 7:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 7:00,2019/10/30 8:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 8:00,2019/10/30 9:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 9:00,2019/10/30 10:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 10:00,2019/10/30 11:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 11:00,2019/10/30 12:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 12:00,2019/10/30 13:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 13:00,2019/10/30 14:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 14:00,2019/10/30 15:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 15:00,2019/10/30 16:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 16:00,2019/10/30 17:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 17:00,2019/10/30 18:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 18:00,2019/10/30 19:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 19:00,2019/10/30 20:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 20:00,2019/10/30 21:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 21:00,2019/10/30 22:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 22:00,2019/10/30 23:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/30 23:00,2019/10/31 0:00,0,0,0,0,gentle breeze from the W,cloudy,11,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 0:00,2019/10/31 1:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 1:00,2019/10/31 2:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 2:00,2019/10/31 3:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 3:00,2019/10/31 4:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 4:00,2019/10/31 5:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 5:00,2019/10/31 6:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 6:00,2019/10/31 7:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 7:00,2019/10/31 8:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 8:00,2019/10/31 9:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 9:00,2019/10/31 10:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 10:00,2019/10/31 11:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 11:00,2019/10/31 12:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 12:00,2019/10/31 13:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 13:00,2019/10/31 14:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 14:00,2019/10/31 15:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 15:00,2019/10/31 16:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 16:00,2019/10/31 17:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 17:00,2019/10/31 18:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 18:00,2019/10/31 19:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 19:00,2019/10/31 20:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 20:00,2019/10/31 21:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 21:00,2019/10/31 22:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 22:00,2019/10/31 23:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/10/31 23:00,2019/11/1 0:00,0,0,0,0,fresh breeze from the W,sunny,12,True
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 0:00,2019/11/1 1:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 1:00,2019/11/1 2:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 2:00,2019/11/1 3:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 3:00,2019/11/1 4:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 4:00,2019/11/1 5:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 5:00,2019/11/1 6:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 6:00,2019/11/1 7:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 7:00,2019/11/1 8:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 8:00,2019/11/1 9:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 9:00,2019/11/1 10:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 10:00,2019/11/1 11:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 11:00,2019/11/1 12:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 12:00,2019/11/1 13:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 13:00,2019/11/1 14:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 14:00,2019/11/1 15:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 15:00,2019/11/1 16:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 16:00,2019/11/1 17:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 17:00,2019/11/1 18:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 18:00,2019/11/1 19:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 19:00,2019/11/1 20:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 20:00,2019/11/1 21:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 21:00,2019/11/1 22:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 22:00,2019/11/1 23:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/1 23:00,2019/11/2 0:00,0,0,0,0,gentle breeze from the W,sunny,7,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 0:00,2019/11/2 1:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 1:00,2019/11/2 2:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 2:00,2019/11/2 3:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 3:00,2019/11/2 4:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 4:00,2019/11/2 5:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 5:00,2019/11/2 6:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 6:00,2019/11/2 7:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 7:00,2019/11/2 8:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 8:00,2019/11/2 9:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 9:00,2019/11/2 10:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 10:00,2019/11/2 11:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 11:00,2019/11/2 12:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 12:00,2019/11/2 13:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 13:00,2019/11/2 14:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 14:00,2019/11/2 15:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 15:00,2019/11/2 16:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 16:00,2019/11/2 17:00,1,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 17:00,2019/11/2 18:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 18:00,2019/11/2 19:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 19:00,2019/11/2 20:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 20:00,2019/11/2 21:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 21:00,2019/11/2 22:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 22:00,2019/11/2 23:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/2 23:00,2019/11/3 0:00,0,0,0,0,gentle breeze from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 0:00,2019/11/3 1:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 1:00,2019/11/3 2:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 2:00,2019/11/3 3:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 3:00,2019/11/3 4:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 4:00,2019/11/3 5:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 5:00,2019/11/3 6:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 6:00,2019/11/3 7:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 7:00,2019/11/3 8:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 8:00,2019/11/3 9:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 9:00,2019/11/3 10:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 10:00,2019/11/3 11:00,0,0,0,0,light winds from the NW,sunny,6,False
Yimianpobei Railway Station,Not Junction Station,Heilongjiang,Haerbin,Shangzhi,2019/11/3 11:00,2019/11/3 12:00,0,0,0,0,light winds from the NW,sunny,6,False
